"ID","NAME","STATUS","PREFIXES AS URL","PREFIXES AS LRU","HOME PAGE","CRAWLED","CRAWLING STATUS","INDEXING STATUS","INDEGREE","CREATION TIMESTAMP","CREATION DATE","LAST MODIFICATION TIMESTAMP","LAST MODIFICATION DATE","createdBy (TECHNICAL INFO)"
"199","Quickbooks.co.uk","DISCOVERED","http://quickbooks.co.uk http://www.quickbooks.co.uk https://quickbooks.co.uk https://www.quickbooks.co.uk","s:https|h:co.uk|h:quickbooks| s:https|h:co.uk|h:quickbooks|h:www| s:http|h:co.uk|h:quickbooks| s:http|h:co.uk|h:quickbooks|h:www|","https://www.quickbooks.co.uk/ebay/?cid=PAR_EBAY_SC_WB","false","UNCRAWLED","UNINDEXED","1","1516346738151","2018-01-19 08:25:38","1516346738151","2018-01-19 08:25:38",""
"200","Ebaymainstreet.com","DISCOVERED","http://ebaymainstreet.com http://www.ebaymainstreet.com https://ebaymainstreet.com https://www.ebaymainstreet.com","s:https|h:com|h:ebaymainstreet| s:https|h:com|h:ebaymainstreet|h:www| s:http|h:com|h:ebaymainstreet| s:http|h:com|h:ebaymainstreet|h:www|","http://www.ebaymainstreet.com","false","UNCRAWLED","UNINDEXED","1","1516346738151","2018-01-19 08:25:38","1516346738151","2018-01-19 08:25:38",""
"201","Www.gov.uk","DISCOVERED","http://.gov.uk http://www.gov.uk https://.gov.uk https://www.gov.uk","s:https|h:gov.uk| s:https|h:gov.uk|h:www| s:http|h:gov.uk| s:http|h:gov.uk|h:www|","http://www.consumerdirect.gov.uk","false","UNCRAWLED","UNINDEXED","1","1516346738151","2018-01-19 08:25:38","1516346738151","2018-01-19 08:25:38",""
"202","Whatconsumer.co.uk","DISCOVERED","http://whatconsumer.co.uk http://www.whatconsumer.co.uk https://whatconsumer.co.uk https://www.whatconsumer.co.uk","s:https|h:co.uk|h:whatconsumer| s:https|h:co.uk|h:whatconsumer|h:www| s:http|h:co.uk|h:whatconsumer| s:http|h:co.uk|h:whatconsumer|h:www|","http://whatconsumer.co.uk/is-it-a-legally-binding-contract/","false","UNCRAWLED","UNINDEXED","1","1516346738151","2018-01-19 08:25:38","1516346738151","2018-01-19 08:25:38",""
"203","Consumerline.org","DISCOVERED","http://consumerline.org http://www.consumerline.org https://consumerline.org https://www.consumerline.org","s:https|h:org|h:consumerline| s:https|h:org|h:consumerline|h:www| s:http|h:org|h:consumerline| s:http|h:org|h:consumerline|h:www|","http://www.consumerline.org","false","UNCRAWLED","UNINDEXED","1","1516346738151","2018-01-19 08:25:38","1516346738151","2018-01-19 08:25:38",""
"204","Citizensadvice.org.uk","DISCOVERED","http://citizensadvice.org.uk http://www.citizensadvice.org.uk https://citizensadvice.org.uk https://www.citizensadvice.org.uk","s:https|h:org.uk|h:citizensadvice| s:https|h:org.uk|h:citizensadvice|h:www| s:http|h:org.uk|h:citizensadvice| s:http|h:org.uk|h:citizensadvice|h:www|","http://www.citizensadvice.org.uk","false","UNCRAWLED","UNINDEXED","1","1516346738151","2018-01-19 08:25:38","1516346738151","2018-01-19 08:25:38",""
"205","Adviceguide.org.uk","DISCOVERED","http://adviceguide.org.uk http://www.adviceguide.org.uk https://adviceguide.org.uk https://www.adviceguide.org.uk","s:https|h:org.uk|h:adviceguide| s:https|h:org.uk|h:adviceguide|h:www| s:http|h:org.uk|h:adviceguide| s:http|h:org.uk|h:adviceguide|h:www|","http://www.adviceguide.org.uk","false","UNCRAWLED","UNINDEXED","1","1516346738151","2018-01-19 08:25:38","1516346738151","2018-01-19 08:25:38",""
"206","Businesscompanion.info","DISCOVERED","http://businesscompanion.info http://www.businesscompanion.info https://businesscompanion.info https://www.businesscompanion.info","s:https|h:info|h:businesscompanion| s:https|h:info|h:businesscompanion|h:www| s:http|h:info|h:businesscompanion| s:http|h:info|h:businesscompanion|h:www|","https://www.businesscompanion.info/en/news-and-updates/consumer-rights-act","false","UNCRAWLED","UNINDEXED","1","1516346738151","2018-01-19 08:25:38","1516346738151","2018-01-19 08:25:38",""
"207","Twitter.com /Tyler_james89","DISCOVERED","http://twitter.com/Tyler_james89 http://www.twitter.com/Tyler_james89 https://twitter.com/Tyler_james89 https://www.twitter.com/Tyler_james89","s:https|h:com|h:twitter|h:www|p:Tyler_james89| s:https|h:com|h:twitter|p:Tyler_james89| s:http|h:com|h:twitter|h:www|p:Tyler_james89| s:http|h:com|h:twitter|p:Tyler_james89|","https://twitter.com/Tyler_james89","false","UNCRAWLED","UNINDEXED","1","1516346739531","2018-01-19 08:25:39","1516346739531","2018-01-19 08:25:39",""
"208","Twitter.com /hrnybtn","DISCOVERED","http://twitter.com/hrnybtn http://www.twitter.com/hrnybtn https://twitter.com/hrnybtn https://www.twitter.com/hrnybtn","s:https|h:com|h:twitter|h:www|p:hrnybtn| s:https|h:com|h:twitter|p:hrnybtn| s:http|h:com|h:twitter|h:www|p:hrnybtn| s:http|h:com|h:twitter|p:hrnybtn|","https://twitter.com/hrnybtn","false","UNCRAWLED","UNINDEXED","1","1516346739531","2018-01-19 08:25:39","1516346739531","2018-01-19 08:25:39",""
"209","Twitter.com /followmyass69","DISCOVERED","http://twitter.com/followmyass69 http://www.twitter.com/followmyass69 https://twitter.com/followmyass69 https://www.twitter.com/followmyass69","s:https|h:com|h:twitter|h:www|p:followmyass69| s:https|h:com|h:twitter|p:followmyass69| s:http|h:com|h:twitter|h:www|p:followmyass69| s:http|h:com|h:twitter|p:followmyass69|","https://twitter.com/followmyass69","false","UNCRAWLED","UNINDEXED","1","1516346739531","2018-01-19 08:25:39","1516346739531","2018-01-19 08:25:39",""
"210","Blacksocksuk.blogspot.com","DISCOVERED","http://blacksocksuk.blogspot.com http://www.blacksocksuk.blogspot.com https://blacksocksuk.blogspot.com https://www.blacksocksuk.blogspot.com","s:https|h:blogspot.com|h:blacksocksuk| s:https|h:blogspot.com|h:blacksocksuk|h:www| s:http|h:blogspot.com|h:blacksocksuk| s:http|h:blogspot.com|h:blacksocksuk|h:www|","http://blacksocksuk.blogspot.com","false","UNCRAWLED","UNINDEXED","1","1516346739531","2018-01-19 08:25:39","1516346739531","2018-01-19 08:25:39",""
"211","Twitter.com /rhondda82","DISCOVERED","http://twitter.com/rhondda82 http://www.twitter.com/rhondda82 https://twitter.com/rhondda82 https://www.twitter.com/rhondda82","s:https|h:com|h:twitter|h:www|p:rhondda82| s:https|h:com|h:twitter|p:rhondda82| s:http|h:com|h:twitter|h:www|p:rhondda82| s:http|h:com|h:twitter|p:rhondda82|","https://twitter.com/rhondda82","false","UNCRAWLED","UNINDEXED","1","1516346739531","2018-01-19 08:25:39","1516346739531","2018-01-19 08:25:39",""
"212","Twitter.com /tightywhiteuk","DISCOVERED","http://twitter.com/tightywhiteuk http://www.twitter.com/tightywhiteuk https://twitter.com/tightywhiteuk https://www.twitter.com/tightywhiteuk","s:https|h:com|h:twitter|h:www|p:tightywhiteuk| s:https|h:com|h:twitter|p:tightywhiteuk| s:http|h:com|h:twitter|h:www|p:tightywhiteuk| s:http|h:com|h:twitter|p:tightywhiteuk|","https://twitter.com/tightywhiteuk","false","UNCRAWLED","UNINDEXED","1","1516346739531","2018-01-19 08:25:39","1516346739531","2018-01-19 08:25:39",""
"213","Twitter.com /chadjamie2014","DISCOVERED","http://twitter.com/chadjamie2014 http://www.twitter.com/chadjamie2014 https://twitter.com/chadjamie2014 https://www.twitter.com/chadjamie2014","s:https|h:com|h:twitter|h:www|p:chadjamie2014| s:https|h:com|h:twitter|p:chadjamie2014| s:http|h:com|h:twitter|h:www|p:chadjamie2014| s:http|h:com|h:twitter|p:chadjamie2014|","https://twitter.com/chadjamie2014","false","UNCRAWLED","UNINDEXED","1","1516346739531","2018-01-19 08:25:39","1516346739531","2018-01-19 08:25:39",""
"214","Twitter.com /https%3A","DISCOVERED","http://twitter.com/https%3A http://www.twitter.com/https%3A https://twitter.com/https%3A https://www.twitter.com/https%3A","s:https|h:com|h:twitter|h:www|p:https%3A| s:https|h:com|h:twitter|p:https%3A| s:http|h:com|h:twitter|h:www|p:https%3A| s:http|h:com|h:twitter|p:https%3A|","https://twitter.com/https%3A//twitter.com/shortround61","false","UNCRAWLED","UNINDEXED","1","1516346739531","2018-01-19 08:25:39","1516346739531","2018-01-19 08:25:39",""
"215","Dmm.co.jp","DISCOVERED","http://dmm.co.jp http://www.dmm.co.jp https://dmm.co.jp https://www.dmm.co.jp","s:https|h:co.jp|h:dmm| s:https|h:co.jp|h:dmm|h:www| s:http|h:co.jp|h:dmm| s:http|h:co.jp|h:dmm|h:www|","https://www.dmm.co.jp","false","UNCRAWLED","UNINDEXED","1","1516346739590","2018-01-19 08:25:39","1516346739590","2018-01-19 08:25:39",""
"216","Twitter.com /zbanner_bruce","DISCOVERED","http://twitter.com/zbanner_bruce http://www.twitter.com/zbanner_bruce https://twitter.com/zbanner_bruce https://www.twitter.com/zbanner_bruce","s:https|h:com|h:twitter|h:www|p:zbanner_bruce| s:https|h:com|h:twitter|p:zbanner_bruce| s:http|h:com|h:twitter|h:www|p:zbanner_bruce| s:http|h:com|h:twitter|p:zbanner_bruce|","https://twitter.com/zbanner_bruce","false","UNCRAWLED","UNINDEXED","1","1516346740193","2018-01-19 08:25:40","1516346740193","2018-01-19 08:25:40",""
"217","uncutpunisher.Tumblr.com","DISCOVERED","http://uncutpunisher.tumblr.com http://www.uncutpunisher.tumblr.com https://uncutpunisher.tumblr.com https://www.uncutpunisher.tumblr.com","s:https|h:com|h:tumblr|h:uncutpunisher| s:https|h:com|h:tumblr|h:uncutpunisher|h:www| s:http|h:com|h:tumblr|h:uncutpunisher| s:http|h:com|h:tumblr|h:uncutpunisher|h:www|","http://uncutpunisher.tumblr.com","false","UNCRAWLED","UNINDEXED","1","1516346740193","2018-01-19 08:25:40","1516346740193","2018-01-19 08:25:40",""
"218","Twitter.com /darb0580","DISCOVERED","http://twitter.com/darb0580 http://www.twitter.com/darb0580 https://twitter.com/darb0580 https://www.twitter.com/darb0580","s:https|h:com|h:twitter|h:www|p:darb0580| s:https|h:com|h:twitter|p:darb0580| s:http|h:com|h:twitter|h:www|p:darb0580| s:http|h:com|h:twitter|p:darb0580|","https://twitter.com/darb0580","false","UNCRAWLED","UNINDEXED","1","1516346740193","2018-01-19 08:25:40","1516346740193","2018-01-19 08:25:40",""
"219","Twitter.com /cristhiandvq","DISCOVERED","http://twitter.com/cristhiandvq http://www.twitter.com/cristhiandvq https://twitter.com/cristhiandvq https://www.twitter.com/cristhiandvq","s:https|h:com|h:twitter|h:www|p:cristhiandvq| s:https|h:com|h:twitter|p:cristhiandvq| s:http|h:com|h:twitter|h:www|p:cristhiandvq| s:http|h:com|h:twitter|p:cristhiandvq|","https://twitter.com/cristhiandvq","false","UNCRAWLED","UNINDEXED","1","1516346741327","2018-01-19 08:25:41","1516346741327","2018-01-19 08:25:41",""
"220","adictoalsexoensevilla.Tumblr.com","DISCOVERED","http://adictoalsexoensevilla.tumblr.com http://www.adictoalsexoensevilla.tumblr.com https://adictoalsexoensevilla.tumblr.com https://www.adictoalsexoensevilla.tumblr.com","s:https|h:com|h:tumblr|h:adictoalsexoensevilla| s:https|h:com|h:tumblr|h:adictoalsexoensevilla|h:www| s:http|h:com|h:tumblr|h:adictoalsexoensevilla| s:http|h:com|h:tumblr|h:adictoalsexoensevilla|h:www|","http://adictoalsexoensevilla.tumblr.com","false","UNCRAWLED","UNINDEXED","1","1516346741327","2018-01-19 08:25:41","1516346741327","2018-01-19 08:25:41",""
"221","Twitter.com /eBay_UK","DISCOVERED","http://twitter.com/eBay_UK http://www.twitter.com/eBay_UK https://twitter.com/eBay_UK https://www.twitter.com/eBay_UK","s:https|h:com|h:twitter|h:www|p:eBay_UK| s:https|h:com|h:twitter|p:eBay_UK| s:http|h:com|h:twitter|h:www|p:eBay_UK| s:http|h:com|h:twitter|p:eBay_UK|","https://twitter.com/eBay_UK","false","UNCRAWLED","UNINDEXED","1","1516346741684","2018-01-19 08:25:41","1516346741684","2018-01-19 08:25:41",""
"222","uk.Pinterest.com /ebaycouk","DISCOVERED","http://uk.pinterest.com/ebaycouk http://www.uk.pinterest.com/ebaycouk https://uk.pinterest.com/ebaycouk https://www.uk.pinterest.com/ebaycouk","s:https|h:com|h:pinterest|h:uk|h:www|p:ebaycouk| s:https|h:com|h:pinterest|h:uk|p:ebaycouk| s:http|h:com|h:pinterest|h:uk|h:www|p:ebaycouk| s:http|h:com|h:pinterest|h:uk|p:ebaycouk|","https://uk.pinterest.com/ebaycouk/","false","UNCRAWLED","UNINDEXED","1","1516346741684","2018-01-19 08:25:41","1516346741684","2018-01-19 08:25:41",""
"223","Facebook.com /eBay.co.uk","DISCOVERED","http://facebook.com/eBay.co.uk http://www.facebook.com/eBay.co.uk https://facebook.com/eBay.co.uk https://www.facebook.com/eBay.co.uk","s:https|h:com|h:facebook|h:www|p:eBay.co.uk| s:https|h:com|h:facebook|p:eBay.co.uk| s:http|h:com|h:facebook|h:www|p:eBay.co.uk| s:http|h:com|h:facebook|p:eBay.co.uk|","https://www.facebook.com/eBay.co.uk/","false","UNCRAWLED","UNINDEXED","1","1516346741684","2018-01-19 08:25:41","1516346741684","2018-01-19 08:25:41",""
"224","Twitter.com /abletojerk","DISCOVERED","http://twitter.com/abletojerk http://www.twitter.com/abletojerk https://twitter.com/abletojerk https://www.twitter.com/abletojerk","s:https|h:com|h:twitter|h:www|p:abletojerk| s:https|h:com|h:twitter|p:abletojerk| s:http|h:com|h:twitter|h:www|p:abletojerk| s:http|h:com|h:twitter|p:abletojerk|","https://twitter.com/abletojerk","false","UNCRAWLED","UNINDEXED","1","1516346741780","2018-01-19 08:25:41","1516346741780","2018-01-19 08:25:41",""
"225","Twitter.com /Love2SpoilHer","DISCOVERED","http://twitter.com/Love2SpoilHer http://www.twitter.com/Love2SpoilHer https://twitter.com/Love2SpoilHer https://www.twitter.com/Love2SpoilHer","s:https|h:com|h:twitter|h:www|p:Love2SpoilHer| s:https|h:com|h:twitter|p:Love2SpoilHer| s:http|h:com|h:twitter|h:www|p:Love2SpoilHer| s:http|h:com|h:twitter|p:Love2SpoilHer|","https://twitter.com/Love2SpoilHer","false","UNCRAWLED","UNINDEXED","1","1516346741780","2018-01-19 08:25:41","1516346741780","2018-01-19 08:25:41",""
"226","Twitter.com /xxxdylanjames","DISCOVERED","http://twitter.com/xxxdylanjames http://www.twitter.com/xxxdylanjames https://twitter.com/xxxdylanjames https://www.twitter.com/xxxdylanjames","s:https|h:com|h:twitter|h:www|p:xxxdylanjames| s:https|h:com|h:twitter|p:xxxdylanjames| s:http|h:com|h:twitter|h:www|p:xxxdylanjames| s:http|h:com|h:twitter|p:xxxdylanjames|","https://twitter.com/xxxdylanjames","false","UNCRAWLED","UNINDEXED","1","1516346743010","2018-01-19 08:25:43","1516346743010","2018-01-19 08:25:43",""
"227","Twitter.com /darrelbroeker2","DISCOVERED","http://twitter.com/darrelbroeker2 http://www.twitter.com/darrelbroeker2 https://twitter.com/darrelbroeker2 https://www.twitter.com/darrelbroeker2","s:https|h:com|h:twitter|h:www|p:darrelbroeker2| s:https|h:com|h:twitter|p:darrelbroeker2| s:http|h:com|h:twitter|h:www|p:darrelbroeker2| s:http|h:com|h:twitter|p:darrelbroeker2|","https://twitter.com/darrelbroeker2","false","UNCRAWLED","UNINDEXED","1","1516346743010","2018-01-19 08:25:43","1516346743010","2018-01-19 08:25:43",""
"228","Twitter.com /JuanSteelXXX79","DISCOVERED","http://twitter.com/JuanSteelXXX79 http://www.twitter.com/JuanSteelXXX79 https://twitter.com/JuanSteelXXX79 https://www.twitter.com/JuanSteelXXX79","s:https|h:com|h:twitter|h:www|p:JuanSteelXXX79| s:https|h:com|h:twitter|p:JuanSteelXXX79| s:http|h:com|h:twitter|h:www|p:JuanSteelXXX79| s:http|h:com|h:twitter|p:JuanSteelXXX79|","https://twitter.com/JuanSteelXXX79","false","UNCRAWLED","UNINDEXED","1","1516346743010","2018-01-19 08:25:43","1516346743010","2018-01-19 08:25:43",""
"229","Twitter.com /QuentinGainz","DISCOVERED","http://twitter.com/QuentinGainz http://www.twitter.com/QuentinGainz https://twitter.com/QuentinGainz https://www.twitter.com/QuentinGainz","s:https|h:com|h:twitter|h:www|p:QuentinGainz| s:https|h:com|h:twitter|p:QuentinGainz| s:http|h:com|h:twitter|h:www|p:QuentinGainz| s:http|h:com|h:twitter|p:QuentinGainz|","https://twitter.com/QuentinGainz","false","UNCRAWLED","UNINDEXED","1","1516346743010","2018-01-19 08:25:43","1516346743010","2018-01-19 08:25:43",""
"230","Chariloto.com","DISCOVERED","http://chariloto.com http://www.chariloto.com https://chariloto.com https://www.chariloto.com","s:https|h:com|h:chariloto| s:https|h:com|h:chariloto|h:www| s:http|h:com|h:chariloto| s:http|h:com|h:chariloto|h:www|","http://www.chariloto.com/html/keiringal/","false","UNCRAWLED","UNINDEXED","1","1516346743146","2018-01-19 08:25:43","1516346743146","2018-01-19 08:25:43",""
"231","Microsoft.com","DISCOVERED","http://microsoft.com http://www.microsoft.com https://microsoft.com https://www.microsoft.com","s:https|h:com|h:microsoft| s:https|h:com|h:microsoft|h:www| s:http|h:com|h:microsoft| s:http|h:com|h:microsoft|h:www|","http://support.microsoft.com/kb/278835","false","UNCRAWLED","UNINDEXED","3","1516346743146","2018-01-19 08:25:43","1516346743146","2018-01-19 08:25:43",""
"232","Twitter.com /dmm_okan","DISCOVERED","http://twitter.com/dmm_okan http://www.twitter.com/dmm_okan https://twitter.com/dmm_okan https://www.twitter.com/dmm_okan","s:https|h:com|h:twitter|h:www|p:dmm_okan| s:https|h:com|h:twitter|p:dmm_okan| s:http|h:com|h:twitter|h:www|p:dmm_okan| s:http|h:com|h:twitter|p:dmm_okan|","https://twitter.com/dmm_okan","false","UNCRAWLED","UNINDEXED","1","1516346743146","2018-01-19 08:25:43","1516346743146","2018-01-19 08:25:43",""
"233","Facebook.com /DMM-Okan-293149561046067","DISCOVERED","http://facebook.com/DMM-Okan-293149561046067 http://www.facebook.com/DMM-Okan-293149561046067 https://facebook.com/DMM-Okan-293149561046067 https://www.facebook.com/DMM-Okan-293149561046067","s:https|h:com|h:facebook|h:www|p:DMM-Okan-293149561046067| s:https|h:com|h:facebook|p:DMM-Okan-293149561046067| s:http|h:com|h:facebook|h:www|p:DMM-Okan-293149561046067| s:http|h:com|h:facebook|p:DMM-Okan-293149561046067|","https://www.facebook.com/DMM-Okan-293149561046067/","false","UNCRAWLED","UNINDEXED","1","1516346743146","2018-01-19 08:25:43","1516346743146","2018-01-19 08:25:43",""
"234","Facebook.com /share.php","DISCOVERED","http://facebook.com/share.php http://www.facebook.com/share.php https://facebook.com/share.php https://www.facebook.com/share.php","s:https|h:com|h:facebook|h:www|p:share.php| s:https|h:com|h:facebook|p:share.php| s:http|h:com|h:facebook|h:www|p:share.php| s:http|h:com|h:facebook|p:share.php|","http://www.facebook.com/share.php?u=https%3A%2F%2Fokan.dmm.com%2F","false","UNCRAWLED","UNINDEXED","1","1516346743146","2018-01-19 08:25:43","1516346743146","2018-01-19 08:25:43",""
"235","Twitter.com /david_10101010","DISCOVERED","http://twitter.com/david_10101010 http://www.twitter.com/david_10101010 https://twitter.com/david_10101010 https://www.twitter.com/david_10101010","s:https|h:com|h:twitter|h:www|p:david_10101010| s:https|h:com|h:twitter|p:david_10101010| s:http|h:com|h:twitter|h:www|p:david_10101010| s:http|h:com|h:twitter|p:david_10101010|","https://twitter.com/david_10101010","false","UNCRAWLED","UNINDEXED","1","1516346743249","2018-01-19 08:25:43","1516346743249","2018-01-19 08:25:43",""
"236","Twitter.com /Presc7","DISCOVERED","http://twitter.com/Presc7 http://www.twitter.com/Presc7 https://twitter.com/Presc7 https://www.twitter.com/Presc7","s:https|h:com|h:twitter|h:www|p:Presc7| s:https|h:com|h:twitter|p:Presc7| s:http|h:com|h:twitter|h:www|p:Presc7| s:http|h:com|h:twitter|p:Presc7|","https://twitter.com/Presc7","false","UNCRAWLED","UNINDEXED","1","1516346743249","2018-01-19 08:25:43","1516346743249","2018-01-19 08:25:43",""
"237","Twitter.com /PerfectPenis_CB","DISCOVERED","http://twitter.com/PerfectPenis_CB http://www.twitter.com/PerfectPenis_CB https://twitter.com/PerfectPenis_CB https://www.twitter.com/PerfectPenis_CB","s:https|h:com|h:twitter|h:www|p:PerfectPenis_CB| s:https|h:com|h:twitter|p:PerfectPenis_CB| s:http|h:com|h:twitter|h:www|p:PerfectPenis_CB| s:http|h:com|h:twitter|p:PerfectPenis_CB|","https://twitter.com/PerfectPenis_CB","false","UNCRAWLED","UNINDEXED","1","1516346743249","2018-01-19 08:25:43","1516346743249","2018-01-19 08:25:43",""
"238","Twitter.com /alandooro","DISCOVERED","http://twitter.com/alandooro http://www.twitter.com/alandooro https://twitter.com/alandooro https://www.twitter.com/alandooro","s:https|h:com|h:twitter|h:www|p:alandooro| s:https|h:com|h:twitter|p:alandooro| s:http|h:com|h:twitter|h:www|p:alandooro| s:http|h:com|h:twitter|p:alandooro|","https://twitter.com/alandooro","false","UNCRAWLED","UNINDEXED","1","1516346743699","2018-01-19 08:25:43","1516346743699","2018-01-19 08:25:43",""
"239","Sextracker.com","DISCOVERED","http://sextracker.com http://www.sextracker.com https://sextracker.com https://www.sextracker.com","s:https|h:com|h:sextracker| s:https|h:com|h:sextracker|h:www| s:http|h:com|h:sextracker| s:http|h:com|h:sextracker|h:www|","http://newstats.sextracker.com/st?skn=summary&auth.Id=114771","false","UNCRAWLED","UNINDEXED","1","1516346744763","2018-01-19 08:25:44","1516346744763","2018-01-19 08:25:44",""
"240","Meti.go.jp","DISCOVERED","http://meti.go.jp http://www.meti.go.jp https://meti.go.jp https://www.meti.go.jp","s:https|h:go.jp|h:meti| s:https|h:go.jp|h:meti|h:www| s:http|h:go.jp|h:meti| s:http|h:go.jp|h:meti|h:www|","http://www.enecho.meti.go.jp/category/saving_and_new/saiene/","false","UNCRAWLED","UNINDEXED","1","1516346745682","2018-01-19 08:25:45","1516346745682","2018-01-19 08:25:45",""
"241","Jpea.gr.jp","DISCOVERED","http://jpea.gr.jp http://www.jpea.gr.jp https://jpea.gr.jp https://www.jpea.gr.jp","s:https|h:gr.jp|h:jpea| s:https|h:gr.jp|h:jpea|h:www| s:http|h:gr.jp|h:jpea| s:http|h:gr.jp|h:jpea|h:www|","http://www.jpea.gr.jp","false","UNCRAWLED","UNINDEXED","1","1516346745682","2018-01-19 08:25:45","1516346745682","2018-01-19 08:25:45",""
"242","Bitly.com","DISCOVERED","http://bitly.com http://www.bitly.com https://bitly.com https://www.bitly.com","s:https|h:com|h:bitly| s:https|h:com|h:bitly|h:www| s:http|h:com|h:bitly| s:http|h:com|h:bitly|h:www|","https://bitly.com/1mcWUoR","false","UNCRAWLED","UNINDEXED","1","1516346746111","2018-01-19 08:25:46","1516346746111","2018-01-19 08:25:46",""
"243","Twitter.com /DMMeikaiwa","DISCOVERED","http://twitter.com/DMMeikaiwa http://www.twitter.com/DMMeikaiwa https://twitter.com/DMMeikaiwa https://www.twitter.com/DMMeikaiwa","s:https|h:com|h:twitter|h:www|p:DMMeikaiwa| s:https|h:com|h:twitter|p:DMMeikaiwa| s:http|h:com|h:twitter|h:www|p:DMMeikaiwa| s:http|h:com|h:twitter|p:DMMeikaiwa|","https://twitter.com/DMMeikaiwa","false","UNCRAWLED","UNINDEXED","1","1516346746218","2018-01-19 08:25:46","1516346746218","2018-01-19 08:25:46",""
"244","Iknow.jp","DISCOVERED","http://iknow.jp http://www.iknow.jp https://iknow.jp https://www.iknow.jp","s:https|h:jp|h:iknow| s:https|h:jp|h:iknow|h:www| s:http|h:jp|h:iknow| s:http|h:jp|h:iknow|h:www|","http://iknow.jp","false","UNCRAWLED","UNINDEXED","1","1516346746218","2018-01-19 08:25:46","1516346746218","2018-01-19 08:25:46",""
"245","Formcreator.jp","DISCOVERED","http://formcreator.jp http://www.formcreator.jp https://formcreator.jp https://www.formcreator.jp","s:https|h:jp|h:formcreator| s:https|h:jp|h:formcreator|h:www| s:http|h:jp|h:formcreator| s:http|h:jp|h:formcreator|h:www|","https://formcreator.jp/answer.php?key=Jp78A4QlbtJqTxvCxtcnWA%3D%3D","false","UNCRAWLED","UNINDEXED","1","1516346746218","2018-01-19 08:25:46","1516346746218","2018-01-19 08:25:46",""
"246","Twitter.com /HarryWebster0","DISCOVERED","http://twitter.com/HarryWebster0 http://www.twitter.com/HarryWebster0 https://twitter.com/HarryWebster0 https://www.twitter.com/HarryWebster0","s:https|h:com|h:twitter|h:www|p:HarryWebster0| s:https|h:com|h:twitter|p:HarryWebster0| s:http|h:com|h:twitter|h:www|p:HarryWebster0| s:http|h:com|h:twitter|p:HarryWebster0|","https://twitter.com/HarryWebster0","false","UNCRAWLED","UNINDEXED","1","1516346746468","2018-01-19 08:25:46","1516346746468","2018-01-19 08:25:46",""
"247","Twitter.com /arvicockwanking","DISCOVERED","http://twitter.com/arvicockwanking http://www.twitter.com/arvicockwanking https://twitter.com/arvicockwanking https://www.twitter.com/arvicockwanking","s:https|h:com|h:twitter|h:www|p:arvicockwanking| s:https|h:com|h:twitter|p:arvicockwanking| s:http|h:com|h:twitter|h:www|p:arvicockwanking| s:http|h:com|h:twitter|p:arvicockwanking|","https://twitter.com/arvicockwanking","false","UNCRAWLED","UNINDEXED","1","1516346748032","2018-01-19 08:25:48","1516346748032","2018-01-19 08:25:48",""
"248","Twitter.com /ZeukeVolker","DISCOVERED","http://twitter.com/ZeukeVolker http://www.twitter.com/ZeukeVolker https://twitter.com/ZeukeVolker https://www.twitter.com/ZeukeVolker","s:https|h:com|h:twitter|h:www|p:ZeukeVolker| s:https|h:com|h:twitter|p:ZeukeVolker| s:http|h:com|h:twitter|h:www|p:ZeukeVolker| s:http|h:com|h:twitter|p:ZeukeVolker|","https://twitter.com/ZeukeVolker","false","UNCRAWLED","UNINDEXED","1","1516346748032","2018-01-19 08:25:48","1516346748032","2018-01-19 08:25:48",""
"249","Twitter.com /perwestlund1","DISCOVERED","http://twitter.com/perwestlund1 http://www.twitter.com/perwestlund1 https://twitter.com/perwestlund1 https://www.twitter.com/perwestlund1","s:https|h:com|h:twitter|h:www|p:perwestlund1| s:https|h:com|h:twitter|p:perwestlund1| s:http|h:com|h:twitter|h:www|p:perwestlund1| s:http|h:com|h:twitter|p:perwestlund1|","https://twitter.com/perwestlund1","false","UNCRAWLED","UNINDEXED","1","1516346748032","2018-01-19 08:25:48","1516346748032","2018-01-19 08:25:48",""
"250","Hi-Ho.ne.jp","DISCOVERED","http://hi-ho.ne.jp http://www.hi-ho.ne.jp https://hi-ho.ne.jp https://www.hi-ho.ne.jp","s:https|h:ne.jp|h:hi-ho| s:https|h:ne.jp|h:hi-ho|h:www| s:http|h:ne.jp|h:hi-ho| s:http|h:ne.jp|h:hi-ho|h:www|","http://www.max.hi-ho.ne.jp/lecinq/frame2.html","false","UNCRAWLED","UNINDEXED","1","1516346748944","2018-01-19 08:25:48","1516346748944","2018-01-19 08:25:48",""
"251","Twitter.com /fetikun1","DISCOVERED","http://twitter.com/fetikun1 http://www.twitter.com/fetikun1 https://twitter.com/fetikun1 https://www.twitter.com/fetikun1","s:https|h:com|h:twitter|h:www|p:fetikun1| s:https|h:com|h:twitter|p:fetikun1| s:http|h:com|h:twitter|h:www|p:fetikun1| s:http|h:com|h:twitter|p:fetikun1|","https://twitter.com/fetikun1","false","UNCRAWLED","UNINDEXED","1","1516346748944","2018-01-19 08:25:48","1516346748944","2018-01-19 08:25:48",""
