"ID","NAME","STATUS","PREFIXES AS URL","PREFIXES AS LRU","HOME PAGE","CRAWLED","CRAWLING STATUS","INDEXING STATUS","INDEGREE","CREATION TIMESTAMP","CREATION DATE","LAST MODIFICATION TIMESTAMP","LAST MODIFICATION DATE","createdBy (TECHNICAL INFO)"
"1","3step.me","IN","http://3step.me http://www.3step.me https://3step.me https://www.3step.me","s:https|h:me|h:3step| s:https|h:me|h:3step|h:www| s:http|h:me|h:3step| s:http|h:me|h:3step|h:www|","http://3step.me/login.html","true","FINISHED","FINISHED","0","1516346689568","2018-01-19 08:24:49","1516346699870","2018-01-19 08:24:59","user via lru"
"2","Abadboy.com","IN","http://abadboy.com http://www.abadboy.com https://abadboy.com https://www.abadboy.com","s:https|h:com|h:abadboy| s:https|h:com|h:abadboy|h:www| s:http|h:com|h:abadboy| s:http|h:com|h:abadboy|h:www|","http://www.abadboy.com/amateur","true","FINISHED","FINISHED","1","1516346689578","2018-01-19 08:24:49","1516346699876","2018-01-19 08:24:59","user via lru"
"3","Bit.ly","IN","http://bit.ly http://www.bit.ly https://bit.ly https://www.bit.ly","s:https|h:ly|h:bit| s:https|h:ly|h:bit|h:www| s:http|h:ly|h:bit| s:http|h:ly|h:bit|h:www|","http://bit.ly/24qQV7d","true","FINISHED","FINISHED","0","1516346689582","2018-01-19 08:24:49","1516346699874","2018-01-19 08:24:59","user via lru"
"4","Dmm.com","IN","http://dmm.com http://www.dmm.com https://dmm.com https://www.dmm.com","s:https|h:com|h:dmm| s:https|h:com|h:dmm|h:www| s:http|h:com|h:dmm| s:http|h:com|h:dmm|h:www|","http://help.dmm.com/-/detail/%3D/qid%3D10105/","true","FINISHED","FINISHED","0","1516346689584","2018-01-19 08:24:49","1516346699918","2018-01-19 08:24:59","user via lru"
"5","Bnent.jp","IN","http://bnent.jp http://www.bnent.jp https://bnent.jp https://www.bnent.jp","s:https|h:jp|h:bnent| s:https|h:jp|h:bnent|h:www| s:http|h:jp|h:bnent| s:http|h:jp|h:bnent|h:www|","http://bnent.jp/optc-den2e/","true","FINISHED","FINISHED","0","1516346689585","2018-01-19 08:24:49","1516346699924","2018-01-19 08:24:59","user via lru"
"6","Ebay.co.uk","IN","http://ebay.co.uk http://www.ebay.co.uk https://ebay.co.uk https://www.ebay.co.uk","s:https|h:co.uk|h:ebay| s:https|h:co.uk|h:ebay|h:www| s:http|h:co.uk|h:ebay| s:http|h:co.uk|h:ebay|h:www|","https://pages.ebay.co.uk/help/policies/privacy-policy.html","true","FINISHED","FINISHED","0","1516346689588","2018-01-19 08:24:49","1516346699931","2018-01-19 08:24:59","user via lru"
"10","Gigam.es","IN","http://gigam.es http://www.gigam.es https://gigam.es https://www.gigam.es","s:https|h:es|h:gigam| s:https|h:es|h:gigam|h:www| s:http|h:es|h:gigam| s:http|h:es|h:gigam|h:www|","http://gigam.es/etw_Tribez","true","FINISHED","FINISHED","0","1516346689628","2018-01-19 08:24:49","1516346700002","2018-01-19 08:25:00","user via lru"
"8","Fllwrs.com","IN","http://fllwrs.com http://www.fllwrs.com https://fllwrs.com https://www.fllwrs.com","s:https|h:com|h:fllwrs| s:https|h:com|h:fllwrs|h:www| s:http|h:com|h:fllwrs| s:http|h:com|h:fllwrs|h:www|","http://fllwrs.com/testimonials","true","FINISHED","FINISHED","0","1516346689614","2018-01-19 08:24:49","1516346699959","2018-01-19 08:24:59","user via lru"
"9","Euroboys.com","IN","http://euroboys.com http://www.euroboys.com https://euroboys.com https://www.euroboys.com","s:https|h:com|h:euroboys| s:https|h:com|h:euroboys|h:www| s:http|h:com|h:euroboys| s:http|h:com|h:euroboys|h:www|","http://www.euroboys.com","true","FINISHED","FINISHED","1","1516346689618","2018-01-19 08:24:49","1516346699978","2018-01-19 08:24:59","user via lru"
"7","Elevate-Apparel.com","IN","http://elevate-apparel.com http://www.elevate-apparel.com https://elevate-apparel.com https://www.elevate-apparel.com","s:https|h:com|h:elevate-apparel| s:https|h:com|h:elevate-apparel|h:www| s:http|h:com|h:elevate-apparel| s:http|h:com|h:elevate-apparel|h:www|","https://elevate-apparel.com","true","FINISHED","FINISHED","0","1516346689610","2018-01-19 08:24:49","1516346699951","2018-01-19 08:24:59","user via lru"
"11","Google.com","IN","http://google.com http://www.google.com https://google.com https://www.google.com","s:https|h:com|h:google| s:https|h:com|h:google|h:www| s:http|h:com|h:google| s:http|h:com|h:google|h:www|","https://myaccount.google.com/?utm_source=OGB&utm_medium=app","true","FINISHED","FINISHED","7","1516346689653","2018-01-19 08:24:49","1516346700013","2018-01-19 08:25:00","user via lru"
"12","Helixstudios.net","IN","http://helixstudios.net http://www.helixstudios.net https://helixstudios.net https://www.helixstudios.net","s:https|h:net|h:helixstudios| s:https|h:net|h:helixstudios|h:www| s:http|h:net|h:helixstudios| s:http|h:net|h:helixstudios|h:www|","http://www.helixstudios.net/feeds/rss_feed.php","true","FINISHED","FINISHED","2","1516346689655","2018-01-19 08:24:49","1516346700033","2018-01-19 08:25:00","user via lru"
"13","Livestream.com","IN","http://livestream.com http://www.livestream.com https://livestream.com https://www.livestream.com","s:https|h:com|h:livestream| s:https|h:com|h:livestream|h:www| s:http|h:com|h:livestream| s:http|h:com|h:livestream|h:www|","https://livestream.com/contact","true","FINISHED","FINISHED","0","1516346689661","2018-01-19 08:24:49","1516346700044","2018-01-19 08:25:00","user via lru"
"14","Lnk.to","IN","http://lnk.to http://www.lnk.to https://lnk.to https://www.lnk.to","s:https|h:to|h:lnk| s:https|h:to|h:lnk|h:www| s:http|h:to|h:lnk| s:http|h:to|h:lnk|h:www|","https://t.lnk.to/spTw","true","FINISHED","FINISHED","0","1516346689665","2018-01-19 08:24:49","1516346700066","2018-01-19 08:25:00","user via lru"
"15","Nmgam.es","IN","http://nmgam.es http://www.nmgam.es https://nmgam.es https://www.nmgam.es","s:https|h:es|h:nmgam| s:https|h:es|h:nmgam|h:www| s:http|h:es|h:nmgam| s:http|h:es|h:nmgam|h:www|","http://nmgam.es/crgt","true","FINISHED","FINISHED","0","1516346689674","2018-01-19 08:24:49","1516346700073","2018-01-19 08:25:00","user via lru"
"16","Ow.ly","IN","http://ow.ly http://www.ow.ly https://ow.ly https://www.ow.ly","s:https|h:ly|h:ow| s:https|h:ly|h:ow|h:www| s:http|h:ly|h:ow| s:http|h:ly|h:ow|h:www|","http://ow.ly/7wAx30h5FET","true","FINISHED","FINISHED","0","1516346689679","2018-01-19 08:24:49","1516346700087","2018-01-19 08:25:00","user via lru"
"17","Trendjamz.com.ng","IN","http://trendjamz.com.ng http://www.trendjamz.com.ng https://trendjamz.com.ng https://www.trendjamz.com.ng","s:https|h:com.ng|h:trendjamz| s:https|h:com.ng|h:trendjamz|h:www| s:http|h:com.ng|h:trendjamz| s:http|h:com.ng|h:trendjamz|h:www|","https://www.trendjamz.com.ng","true","FINISHED","FINISHED","0","1516346689688","2018-01-19 08:24:49","1516346700109","2018-01-19 08:25:00","user via lru"
"18","Tuitutil.net","IN","http://tuitutil.net http://www.tuitutil.net https://tuitutil.net https://www.tuitutil.net","s:https|h:net|h:tuitutil| s:https|h:net|h:tuitutil|h:www| s:http|h:net|h:tuitutil| s:http|h:net|h:tuitutil|h:www|","http://www.tuitutil.net/cookies.php","true","FINISHED","FINISHED","0","1516346689692","2018-01-19 08:24:49","1516346700113","2018-01-19 08:25:00","user via lru"
"19","Uapp.ly","IN","http://uapp.ly http://www.uapp.ly https://uapp.ly https://www.uapp.ly","s:https|h:ly|h:uapp| s:https|h:ly|h:uapp|h:www| s:http|h:ly|h:uapp| s:http|h:ly|h:uapp|h:www|","http://uapp.ly","true","FINISHED","FINISHED","0","1516346689695","2018-01-19 08:24:49","1516346700135","2018-01-19 08:25:00","user via lru"
"20","Wral.com","IN","http://wral.com http://www.wral.com https://wral.com https://www.wral.com","s:https|h:com|h:wral| s:https|h:com|h:wral|h:www| s:http|h:com|h:wral| s:http|h:com|h:wral|h:www|","http://www.wral.com/wral-tv/page/5787234/","true","FINISHED","FINISHED","0","1516346689701","2018-01-19 08:24:49","1516346700141","2018-01-19 08:25:00","user via lru"
"21","Youtu.be","IN","http://www.youtu.be http://youtu.be https://www.youtu.be https://youtu.be","s:https|h:be|h:youtu| s:https|h:be|h:youtu|h:www| s:http|h:be|h:youtu| s:http|h:be|h:youtu|h:www|","http://youtu.be/KxnLz1qbEPA?a","true","FINISHED","FINISHED","1","1516346689707","2018-01-19 08:24:49","1516346700148","2018-01-19 08:25:00","user via lru"
"22","Grazioso.info","DISCOVERED","http://grazioso.info http://www.grazioso.info https://grazioso.info https://www.grazioso.info","s:https|h:info|h:grazioso| s:https|h:info|h:grazioso|h:www| s:http|h:info|h:grazioso| s:http|h:info|h:grazioso|h:www|","http://grazioso.info","false","UNCRAWLED","UNINDEXED","1","1516346704416","2018-01-19 08:25:04","1516346704416","2018-01-19 08:25:04",""
"23","Triad-Net.com","DISCOVERED","http://triad-net.com http://www.triad-net.com https://triad-net.com https://www.triad-net.com","s:https|h:com|h:triad-net| s:https|h:com|h:triad-net|h:www| s:http|h:com|h:triad-net| s:http|h:com|h:triad-net|h:www|","http://triad-net.com","false","UNCRAWLED","UNINDEXED","1","1516346704416","2018-01-19 08:25:04","1516346704416","2018-01-19 08:25:04",""
"24","Reuters.com","DISCOVERED","http://reuters.com http://www.reuters.com https://reuters.com https://www.reuters.com","s:https|h:com|h:reuters| s:https|h:com|h:reuters|h:www| s:http|h:com|h:reuters| s:http|h:com|h:reuters|h:www|","https://www.reuters.com","false","UNCRAWLED","UNINDEXED","2","1516346706162","2018-01-19 08:25:06","1516346706162","2018-01-19 08:25:06",""
"32","Staxus.com","DISCOVERED","http://staxus.com http://www.staxus.com https://staxus.com https://www.staxus.com","s:https|h:com|h:staxus| s:https|h:com|h:staxus|h:www| s:http|h:com|h:staxus| s:http|h:com|h:staxus|h:www|","http://join.staxus.com/track/euroboys.10024.53.145.0.0.0.0.0","false","UNCRAWLED","UNINDEXED","2","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"33","Brokestraightboys.com","DISCOVERED","http://brokestraightboys.com http://www.brokestraightboys.com https://brokestraightboys.com https://www.brokestraightboys.com","s:https|h:com|h:brokestraightboys| s:https|h:com|h:brokestraightboys|h:www| s:http|h:com|h:brokestraightboys| s:http|h:com|h:brokestraightboys|h:www|","http://www.brokestraightboys.com","false","UNCRAWLED","UNINDEXED","2","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"34","Adonispics.com","DISCOVERED","http://adonispics.com http://www.adonispics.com https://adonispics.com https://www.adonispics.com","s:https|h:com|h:adonispics| s:https|h:com|h:adonispics|h:www| s:http|h:com|h:adonispics| s:http|h:com|h:adonispics|h:www|","http://www.adonispics.com","false","UNCRAWLED","UNINDEXED","2","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"35","Collegedudes.com","DISCOVERED","http://collegedudes.com http://www.collegedudes.com https://collegedudes.com https://www.collegedudes.com","s:https|h:com|h:collegedudes| s:https|h:com|h:collegedudes|h:www| s:http|h:com|h:collegedudes| s:http|h:com|h:collegedudes|h:www|","http://secure.collegedudes.com/track/euroboys%3Adollar%3Acd247/?tour=tourpage","false","UNCRAWLED","UNINDEXED","2","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"36","Hit-Now.com","DISCOVERED","http://hit-now.com http://www.hit-now.com https://hit-now.com https://www.hit-now.com","s:https|h:com|h:hit-now| s:https|h:com|h:hit-now|h:www| s:http|h:com|h:hit-now| s:http|h:com|h:hit-now|h:www|","http://www.hit-now.com/l.php?noframe=1","false","UNCRAWLED","UNINDEXED","1","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"37","Aebn.com","DISCOVERED","http://aebn.com http://www.aebn.com https://aebn.com https://www.aebn.com","s:https|h:com|h:aebn| s:https|h:com|h:aebn|h:www| s:http|h:com|h:aebn| s:http|h:com|h:aebn|h:www|","http://www.aebn.com/?refid=AEBN-035921&salesToolId=4","false","UNCRAWLED","UNINDEXED","2","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"38","8Teenboy.com","DISCOVERED","http://8teenboy.com http://www.8teenboy.com https://8teenboy.com https://www.8teenboy.com","s:https|h:com|h:8teenboy| s:https|h:com|h:8teenboy|h:www| s:http|h:com|h:8teenboy| s:http|h:com|h:8teenboy|h:www|","https://join.8teenboy.com/track/euroboys.3.2.2.0.0.0.0.0","false","UNCRAWLED","UNINDEXED","1","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"39","Badpuppy.com","DISCOVERED","http://badpuppy.com http://www.badpuppy.com https://badpuppy.com https://www.badpuppy.com","s:https|h:com|h:badpuppy| s:https|h:com|h:badpuppy|h:www| s:http|h:com|h:badpuppy| s:http|h:com|h:badpuppy|h:www|","http://signup.badpuppy.com/track/bphunklovers.1.2.2.0.0.0.0.0","false","UNCRAWLED","UNINDEXED","2","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"40","Freshmanx.com","DISCOVERED","http://freshmanx.com http://www.freshmanx.com https://freshmanx.com https://www.freshmanx.com","s:https|h:com|h:freshmanx| s:https|h:com|h:freshmanx|h:www| s:http|h:com|h:freshmanx| s:http|h:com|h:freshmanx|h:www|","http://www.freshmanx.com/main.html?a=245620&t=347","false","UNCRAWLED","UNINDEXED","1","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"41","Brokecollegeboys.com","DISCOVERED","http://brokecollegeboys.com http://www.brokecollegeboys.com https://brokecollegeboys.com https://www.brokecollegeboys.com","s:https|h:com|h:brokecollegeboys| s:https|h:com|h:brokecollegeboys|h:www| s:http|h:com|h:brokecollegeboys| s:http|h:com|h:brokecollegeboys|h:www|","http://www.brokecollegeboys.com","false","UNCRAWLED","UNINDEXED","1","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"42","Belamicash.com","DISCOVERED","http://belamicash.com http://www.belamicash.com https://belamicash.com https://www.belamicash.com","s:https|h:com|h:belamicash| s:https|h:com|h:belamicash|h:www| s:http|h:com|h:belamicash| s:http|h:com|h:belamicash|h:www|","http://www.belamicash.com/hit.php?s=1&p=2&w=100201&t=1","false","UNCRAWLED","UNINDEXED","2","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"25","Coolgaysites.com","DISCOVERED","http://coolgaysites.com http://www.coolgaysites.com https://coolgaysites.com https://www.coolgaysites.com","s:https|h:com|h:coolgaysites| s:https|h:com|h:coolgaysites|h:www| s:http|h:com|h:coolgaysites| s:http|h:com|h:coolgaysites|h:www|","http://www.coolgaysites.com","false","UNCRAWLED","UNINDEXED","2","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"26","Bfcollection.com","DISCOVERED","http://bfcollection.com http://www.bfcollection.com https://bfcollection.com https://www.bfcollection.com","s:https|h:com|h:bfcollection| s:https|h:com|h:bfcollection|h:www| s:http|h:com|h:bfcollection| s:http|h:com|h:bfcollection|h:www|","http://join.bfcollection.com/hit.php?s=4&p=1&w=245620&t=0","false","UNCRAWLED","UNINDEXED","2","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"27","Clickzzs.nl","DISCOVERED","http://clickzzs.nl http://www.clickzzs.nl https://clickzzs.nl https://www.clickzzs.nl","s:https|h:nl|h:clickzzs| s:https|h:nl|h:clickzzs|h:www| s:http|h:nl|h:clickzzs| s:http|h:nl|h:clickzzs|h:www|","http://www.clickzzs.nl","false","UNCRAWLED","UNINDEXED","1","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"28","Amateurboys.com","DISCOVERED","http://amateurboys.com http://www.amateurboys.com https://amateurboys.com https://www.amateurboys.com","s:https|h:com|h:amateurboys| s:https|h:com|h:amateurboys|h:www| s:http|h:com|h:amateurboys| s:http|h:com|h:amateurboys|h:www|","http://www.amateurboys.com","false","UNCRAWLED","UNINDEXED","2","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"29","Boygusher.com","DISCOVERED","http://boygusher.com http://www.boygusher.com https://boygusher.com https://www.boygusher.com","s:https|h:com|h:boygusher| s:https|h:com|h:boygusher|h:www| s:http|h:com|h:boygusher| s:http|h:com|h:boygusher|h:www|","http://www.boygusher.com","false","UNCRAWLED","UNINDEXED","1","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"30","Andrewchristian.com","DISCOVERED","http://andrewchristian.com http://www.andrewchristian.com https://andrewchristian.com https://www.andrewchristian.com","s:https|h:com|h:andrewchristian| s:https|h:com|h:andrewchristian|h:www| s:http|h:com|h:andrewchristian| s:http|h:com|h:andrewchristian|h:www|","http://www.andrewchristian.com","false","UNCRAWLED","UNINDEXED","1","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"31","Puppycash.com","DISCOVERED","http://puppycash.com http://www.puppycash.com https://puppycash.com https://www.puppycash.com","s:https|h:com|h:puppycash| s:https|h:com|h:puppycash|h:www| s:http|h:com|h:puppycash| s:http|h:com|h:puppycash|h:www|","http://www.puppycash.com/click.asp?det=bphunklovers&dest=FT","false","UNCRAWLED","UNINDEXED","1","1516346711310","2018-01-19 08:25:11","1516346711310","2018-01-19 08:25:11",""
"43","Belamionline.com","DISCOVERED","http://belamionline.com http://www.belamionline.com https://belamionline.com https://www.belamionline.com","s:https|h:com|h:belamionline| s:https|h:com|h:belamionline|h:www| s:http|h:com|h:belamionline| s:http|h:com|h:belamionline|h:www|","http://nats.belamionline.com/track/euroboys.2.1.1.0.0.0.0.0","false","UNCRAWLED","UNINDEXED","2","1516346711698","2018-01-19 08:25:11","1516346711698","2018-01-19 08:25:11",""
"44","Aebn.net","DISCOVERED","http://aebn.net http://www.aebn.net https://aebn.net https://www.aebn.net","s:https|h:net|h:aebn| s:https|h:net|h:aebn|h:www| s:http|h:net|h:aebn| s:http|h:net|h:aebn|h:www|","http://www.aebn.net","false","UNCRAWLED","UNINDEXED","2","1516346711698","2018-01-19 08:25:11","1516346711698","2018-01-19 08:25:11",""
"45","Twitter.com /doggone1989","DISCOVERED","http://twitter.com/doggone1989 http://www.twitter.com/doggone1989 https://twitter.com/doggone1989 https://www.twitter.com/doggone1989","s:https|h:com|h:twitter|h:www|p:doggone1989| s:https|h:com|h:twitter|p:doggone1989| s:http|h:com|h:twitter|h:www|p:doggone1989| s:http|h:com|h:twitter|p:doggone1989|","https://twitter.com/doggone1989","false","UNCRAWLED","UNINDEXED","1","1516346711698","2018-01-19 08:25:11","1516346711698","2018-01-19 08:25:11",""
"46","Twitter.com /Horny_arvi","DISCOVERED","http://twitter.com/Horny_arvi http://www.twitter.com/Horny_arvi https://twitter.com/Horny_arvi https://www.twitter.com/Horny_arvi","s:https|h:com|h:twitter|h:www|p:Horny_arvi| s:https|h:com|h:twitter|p:Horny_arvi| s:http|h:com|h:twitter|h:www|p:Horny_arvi| s:http|h:com|h:twitter|p:Horny_arvi|","https://twitter.com/Horny_arvi","false","UNCRAWLED","UNINDEXED","1","1516346714497","2018-01-19 08:25:14","1516346714497","2018-01-19 08:25:14",""
"47","Twitter.com /Marcoscharf1","DISCOVERED","http://twitter.com/Marcoscharf1 http://www.twitter.com/Marcoscharf1 https://twitter.com/Marcoscharf1 https://www.twitter.com/Marcoscharf1","s:https|h:com|h:twitter|h:www|p:Marcoscharf1| s:https|h:com|h:twitter|p:Marcoscharf1| s:http|h:com|h:twitter|h:www|p:Marcoscharf1| s:http|h:com|h:twitter|p:Marcoscharf1|","https://twitter.com/Marcoscharf1","false","UNCRAWLED","UNINDEXED","1","1516346714497","2018-01-19 08:25:14","1516346714497","2018-01-19 08:25:14",""
"48","Boykakke.com","DISCOVERED","http://boykakke.com http://www.boykakke.com https://boykakke.com https://www.boykakke.com","s:https|h:com|h:boykakke| s:https|h:com|h:boykakke|h:www| s:http|h:com|h:boykakke| s:http|h:com|h:boykakke|h:www|","http://join.boykakke.com/track/ODM4ODE3NTozMzo0/","false","UNCRAWLED","UNINDEXED","1","1516346715525","2018-01-19 08:25:15","1516346715525","2018-01-19 08:25:15",""
"49","Gunzblazing.com","DISCOVERED","http://gunzblazing.com http://www.gunzblazing.com https://gunzblazing.com https://www.gunzblazing.com","s:https|h:com|h:gunzblazing| s:https|h:com|h:gunzblazing|h:www| s:http|h:com|h:gunzblazing| s:http|h:com|h:gunzblazing|h:www|","http://gunzblazing.com/hit.php?w=103633&s=44&p=2&t=0&tool=7","false","UNCRAWLED","UNINDEXED","2","1516346715525","2018-01-19 08:25:15","1516346715525","2018-01-19 08:25:15",""
"50","Dhdmedia.com","DISCOVERED","http://dhdmedia.com http://www.dhdmedia.com https://dhdmedia.com https://www.dhdmedia.com","s:https|h:com|h:dhdmedia| s:https|h:com|h:dhdmedia|h:www| s:http|h:com|h:dhdmedia| s:http|h:com|h:dhdmedia|h:www|","http://www.dhdmedia.com","false","UNCRAWLED","UNINDEXED","1","1516346715525","2018-01-19 08:25:15","1516346715525","2018-01-19 08:25:15",""
"51","Baitbus.com","DISCOVERED","http://baitbus.com http://www.baitbus.com https://baitbus.com https://www.baitbus.com","s:https|h:com|h:baitbus| s:https|h:com|h:baitbus|h:www| s:http|h:com|h:baitbus| s:http|h:com|h:baitbus|h:www|","http://www.baitbus.com/t1/pps%3Deuroboys/","false","UNCRAWLED","UNINDEXED","2","1516346715525","2018-01-19 08:25:15","1516346715525","2018-01-19 08:25:15",""
"52","Blueloot.com","DISCOVERED","http://blueloot.com http://www.blueloot.com https://blueloot.com https://www.blueloot.com","s:https|h:com|h:blueloot| s:https|h:com|h:blueloot|h:www| s:http|h:com|h:blueloot| s:http|h:com|h:blueloot|h:www|","http://www.blueloot.com/00001/click.php?a=001321&s=RB&p=001&b=A","false","UNCRAWLED","UNINDEXED","2","1516346715525","2018-01-19 08:25:15","1516346715525","2018-01-19 08:25:15",""
"53","Cockyboys.com","DISCOVERED","http://cockyboys.com http://www.cockyboys.com https://cockyboys.com https://www.cockyboys.com","s:https|h:com|h:cockyboys| s:https|h:com|h:cockyboys|h:www| s:http|h:com|h:cockyboys| s:http|h:com|h:cockyboys|h:www|","http://signup.cockyboys.com/track/MjAwMDIwNjo2OjE/home.php","false","UNCRAWLED","UNINDEXED","1","1516346715525","2018-01-19 08:25:15","1516346715525","2018-01-19 08:25:15",""
"54","Clubeurocreme.com","DISCOVERED","http://clubeurocreme.com http://www.clubeurocreme.com https://clubeurocreme.com https://www.clubeurocreme.com","s:https|h:com|h:clubeurocreme| s:https|h:com|h:clubeurocreme|h:www| s:http|h:com|h:clubeurocreme| s:http|h:com|h:clubeurocreme|h:www|","http://signup.clubeurocreme.com/track/MjAwMDIwNjoxMjoy/home.php","false","UNCRAWLED","UNINDEXED","1","1516346715525","2018-01-19 08:25:15","1516346715525","2018-01-19 08:25:15",""
"55","Ccbill.com","DISCOVERED","http://ccbill.com http://www.ccbill.com https://ccbill.com https://www.ccbill.com","s:https|h:com|h:ccbill| s:https|h:com|h:ccbill|h:www| s:http|h:com|h:ccbill| s:http|h:com|h:ccbill|h:www|","http://www.ccbill.com","false","UNCRAWLED","UNINDEXED","2","1516346715525","2018-01-19 08:25:15","1516346715525","2018-01-19 08:25:15",""
"56","Hunklovers.com","DISCOVERED","http://hunklovers.com http://www.hunklovers.com https://hunklovers.com https://www.hunklovers.com","s:https|h:com|h:hunklovers| s:https|h:com|h:hunklovers|h:www| s:http|h:com|h:hunklovers| s:http|h:com|h:hunklovers|h:www|","http://www.hunklovers.com","false","UNCRAWLED","UNINDEXED","2","1516346715525","2018-01-19 08:25:15","1516346715525","2018-01-19 08:25:15",""
"57","Buddylead.com","DISCOVERED","http://buddylead.com http://www.buddylead.com https://buddylead.com https://www.buddylead.com","s:https|h:com|h:buddylead| s:https|h:com|h:buddylead|h:www| s:http|h:com|h:buddylead| s:http|h:com|h:buddylead|h:www|","http://www.buddylead.com","false","UNCRAWLED","UNINDEXED","1","1516346715525","2018-01-19 08:25:15","1516346715525","2018-01-19 08:25:15",""
"58","Fotapen.info","DISCOVERED","http://fotapen.info http://www.fotapen.info https://fotapen.info https://www.fotapen.info","s:https|h:info|h:fotapen| s:https|h:info|h:fotapen|h:www| s:http|h:info|h:fotapen| s:http|h:info|h:fotapen|h:www|","http://fotapen.info/Paul","false","UNCRAWLED","UNINDEXED","1","1516346715526","2018-01-19 08:25:15","1516346715526","2018-01-19 08:25:15",""
"59","Twitter.com /FrenchGayBitch","DISCOVERED","http://twitter.com/FrenchGayBitch http://www.twitter.com/FrenchGayBitch https://twitter.com/FrenchGayBitch https://www.twitter.com/FrenchGayBitch","s:https|h:com|h:twitter|h:www|p:FrenchGayBitch| s:https|h:com|h:twitter|p:FrenchGayBitch| s:http|h:com|h:twitter|h:www|p:FrenchGayBitch| s:http|h:com|h:twitter|p:FrenchGayBitch|","https://twitter.com/FrenchGayBitch","false","UNCRAWLED","UNINDEXED","1","1516346715526","2018-01-19 08:25:15","1516346715526","2018-01-19 08:25:15",""
"60","Twitter.com /lrlaw16","DISCOVERED","http://twitter.com/lrlaw16 http://www.twitter.com/lrlaw16 https://twitter.com/lrlaw16 https://www.twitter.com/lrlaw16","s:https|h:com|h:twitter|h:www|p:lrlaw16| s:https|h:com|h:twitter|p:lrlaw16| s:http|h:com|h:twitter|h:www|p:lrlaw16| s:http|h:com|h:twitter|p:lrlaw16|","https://twitter.com/lrlaw16","false","UNCRAWLED","UNINDEXED","1","1516346716205","2018-01-19 08:25:16","1516346716205","2018-01-19 08:25:16",""
"61","Twitter.com /srna69gay","DISCOVERED","http://twitter.com/srna69gay http://www.twitter.com/srna69gay https://twitter.com/srna69gay https://www.twitter.com/srna69gay","s:https|h:com|h:twitter|h:www|p:srna69gay| s:https|h:com|h:twitter|p:srna69gay| s:http|h:com|h:twitter|h:www|p:srna69gay| s:http|h:com|h:twitter|p:srna69gay|","https://twitter.com/srna69gay","false","UNCRAWLED","UNINDEXED","1","1516346716205","2018-01-19 08:25:16","1516346716205","2018-01-19 08:25:16",""
"62","Twitter.com /6yJonny","DISCOVERED","http://twitter.com/6yJonny http://www.twitter.com/6yJonny https://twitter.com/6yJonny https://www.twitter.com/6yJonny","s:https|h:com|h:twitter|h:www|p:6yJonny| s:https|h:com|h:twitter|p:6yJonny| s:http|h:com|h:twitter|h:www|p:6yJonny| s:http|h:com|h:twitter|p:6yJonny|","https://twitter.com/6yJonny","false","UNCRAWLED","UNINDEXED","1","1516346716205","2018-01-19 08:25:16","1516346716205","2018-01-19 08:25:16",""
"63","Twitter.com /FaisalFyfy1212","DISCOVERED","http://twitter.com/FaisalFyfy1212 http://www.twitter.com/FaisalFyfy1212 https://twitter.com/FaisalFyfy1212 https://www.twitter.com/FaisalFyfy1212","s:https|h:com|h:twitter|h:www|p:FaisalFyfy1212| s:https|h:com|h:twitter|p:FaisalFyfy1212| s:http|h:com|h:twitter|h:www|p:FaisalFyfy1212| s:http|h:com|h:twitter|p:FaisalFyfy1212|","https://twitter.com/FaisalFyfy1212","false","UNCRAWLED","UNINDEXED","1","1516346716205","2018-01-19 08:25:16","1516346716205","2018-01-19 08:25:16",""
"64","Dmm-Corp.com","DISCOVERED","http://dmm-corp.com http://www.dmm-corp.com https://dmm-corp.com https://www.dmm-corp.com","s:https|h:com|h:dmm-corp| s:https|h:com|h:dmm-corp|h:www| s:http|h:com|h:dmm-corp| s:http|h:com|h:dmm-corp|h:www|","https://dmm-corp.com/recruit/","false","UNCRAWLED","UNINDEXED","1","1516346717679","2018-01-19 08:25:17","1516346717679","2018-01-19 08:25:17",""
